phase_id,question_type,number_of_questions,question1,question2,answer_choices,expected_return_type,expected_answers_question1,expected_answers_question2,comments
eating,evaluation_of_conversation,2,"U: We are drinking tea and my dad tells me that his tea is not sweet at all
R: Adding sugar will solve that
U: I had only enough sugar for one tea spoon and that did not satisfy him. Anything else I can do?
R: You could add honey
U: Let's do that yeah, get it for me
{'object': 'sugar'}
Was semantic extraction successful?","Given this conversation history, is it correct to assume that the user's father usually takes at least two tea spoons of sugar in his tea?",N/A,str,"no  {'object': 'honey', 'location': 'pantry'} 
no  {'object': 'honey', 'location': 'table'}",yes,N/A
eating,evaluation_of_conversation,2,"U: The pizza has been served but everyone seem to be waiting on something, it's not cut yet so maybe that might be it
R: That sounds reasonable
U: But cutting it with a knife is hard, is there any easier way?
R: use a pizza cutter
U: ok, I'll have to wash it first, I threw it in the sink previously
{'object': 'pizza cutter', 'location': 'dining table', 'cleanliness':'clean'}
Was semantic extraction successful?","Given this conversation history, is it correct to assume that the guests have already eaten and don't want pizza?",N/A,str,"no  {'object': 'pizza cutter', 'location': 'sink', 'cleanliness':'dirty'}",no,N/A
eating,evaluation_of_conversation,2,"U: I want to make some fresh juice but I cannot find the peeler
R: If you want fresh juice then you might want to look for a mixer instead
U: I don't have that
R: How about a manual juicer
U: oh right, I forgot I had that, it's in the cabin
{'object': 'manual juicer', 'location': 'cabinet'}
Was semantic extraction successful?","Given this conversation history, is it correct to assume that the user has a pineapple they want to make juice out of?",N/A,str,yes,no,N/A
eating,evaluation_of_conversation,2,"U: I am eating dinner with some colleagues. We are having some pasta with sauce. It looks like the sauce risks staining my clothes, what do I do?
R: You can grab a napkin
U: What would I do with it, I haven't started eating yet
R: You can put it on your lap or tuck it into your shirt to protect you against stains
U: good thinking, there should be a box on the counter
{'object': 'box of napkins', 'location': 'counter'} 
Was semantic extraction successful?","Given this conversation history, should the user offer the others a napkin as well, out of courtesy?",N/A,str,yes,yes,N/A
eating,evaluation_of_conversation,2,"U: I want something to drink while eating, that would be nice.
R: Sure, hot or cold?
U: It's too warm for a hot drink, so things like coffee is no go
R: I see, how about ice coffee?
U: that is a cold one, but a Pepsi would be better
{'object': 'ice coffee', 'location': 'fridge'}
Was semantic extraction successful?","Given this conversation history, is it correct to assume that the user prefers soda drinks over coffees?",N/A,str,"no  {'object': 'pepsi', 'location': 'fridge'}
no  {'object': 'Pepsi', 'location': 'fridge'}",yes,N/A
cleaning_leftovers,dictionary_return,1,What do i do with this dirty plate?,N/A,N/A,dict,"{'object': 'plate', 'room': 'kitchen', 'location': 'sink'} 
{'object': 'dirty plate', 'room': 'kitchen', 'location': 'sink'} 
{'object': 'ladle', 'room': 'kitchen', 'location': 'dishwasher'}",N/A,N/A
cleaning_leftovers,dictionary_return,1,"This pot is still greasy, we need to reclean it!",N/A,N/A,dict,"{'object': 'sponge', 'room': 'kitchen', 'location': 'dish rack'} 
{'object': 'sponge', 'room': 'kitchen', 'location': 'sink'}
{'object': 'dishwasher', 'room': 'kitchen', 'location': 'dishwasher'}",N/A,N/A
cleaning_leftovers,dictionary_return,1,"Before I start the dishwasher, hand me the capsule",N/A,N/A,dict,"{'object': 'dishwasher detergent pods', 'room': 'kitchen', 'location': 'pantry'}
{'object': 'detergent pods', 'room': 'kitchen', 'location': 'pantry'}
{'object': 'dishwasher pods', 'room': 'kitchen', 'location': 'pantry'}
{'object': 'detergent', 'room': 'kitchen', 'location': 'pantry'}
{'object': 'capsule', 'room': 'kitchen', 'location': 'drawer'}
{'object': 'capsule', 'room': 'kitchen', 'location': 'sink'}
{'object': 'capsule', 'room': 'kitchen', 'location': 'under the sink'}",N/A,N/A
cleaning_leftovers,dictionary_return,1,"Oh no! my kid dropped the soy sauce bottle on the floor, we need to clean it",N/A,N/A,dict,"{'object': 'mop', 'room': 'kitchen', 'location': 'beside the fridge'} 
{'object': 'mop', 'room': 'bathroom'}
{'object': 'mop', 'room': 'storage room'}
{'object': 'cloth', 'room': 'kitchen', 'location':'sink'}",N/A,N/A
cleaning_leftovers,dictionary_return,1,How do I clean the oven glass?,N/A,N/A,dict,"{'object': 'baking soda', 'room': 'kitchen', 'location': 'cabinet'}
{'object': 'cleaning spray', 'room': 'kitchen', 'location': 'cabinet'}
{'object': 'cleaning spray', 'room': 'kitchen', 'location': 'under the sink'}
{'object': 'cleaning spray', 'room': 'storage room', 'location': 'counter'} 
{'object': 'vinegar', 'room': 'kitchen', 'location': 'counter'}
{'object': 'vinegar', 'room': 'kitchen', 'location': 'shelf'}
{'object': 'vinegar', 'room': 'kitchen', 'location': 'cupboard'}",N/A,N/A
cleaning_leftovers,dictionary_return,1,"I have to clean my backsplash, where is it most likely dirty the most, answer to nearest object",N/A,N/A,dict,"{'object': 'stove', 'room': 'kitchen', 'location': 'backsplash'}",N/A,N/A
cleaning_leftovers,dictionary_return,1,"There are a lot of dirty dishes on the table, I don't want to go back and forth to the sink, get me something to carry many plates at ones",N/A,N/A,dict,"{'object': 'tray', 'room': 'kitchen', 'location': 'cabinet'}
{'object': 'tray', 'room': 'kitchen', 'location': 'counter'}
{'object': 'tray', 'room': 'kitchen', 'location': 'shelf'}
{'object': 'serving tray', 'room': 'kitchen', 'location': 'shelf'}
{'object': 'serving tray', 'room': 'kitchen', 'location': 'cabinet'}",N/A,N/A
cleaning_leftovers,dictionary_return,1,My food is cold but I still haven't finished,N/A,N/A,dict,"{'object': 'cold food', 'room': 'kitchen', 'location': 'microwave'}
{'object': 'food', 'room': 'kitchen', 'location': 'microwave'}",N/A,N/A
cleaning_leftovers,dictionary_return,1,"What do I do with the little soggy food my kid left on their plate, there is barely any left and all of it is half eaten",N/A,N/A,dict,"{'object': 'food rests', 'room': 'kitchen', 'location': 'trashcan'}",N/A,N/A
cleaning_leftovers,dictionary_return,1,"My kids were eating some fruits, what do I do with the leftovers, they are not worth putting back into the fridge...",N/A,N/A,dict,"{'object': 'leftover fruit', 'room': 'kitchen', 'location': 'compost bin'}
{'object': 'fruit', 'room': 'kitchen', 'location': 'compost bin'}
{'object': 'leftover fruit', 'room': 'kitchen', 'location': 'trash'}
{'object': 'leftover fruit', 'room': 'kitchen', 'location': 'trashcan'}
{'object': 'fruit', 'room': 'kitchen', 'location': 'trash'} 
{'object': 'fruit', 'room': 'kitchen', 'location': 'trashcan'}",N/A,N/A
cleaning_leftovers,yes_no_return,1,Can I use the dishwasher to wash plastic containers?,N/A,"[""yes"",""no""]",str,yes,N/A,N/A
cleaning_leftovers,yes_no_return,1,"The kitchen counter is really dirty, can I use wet wipes for that?",N/A,"[""yes"",""no""]",str,yes,N/A,N/A
cleaning_leftovers,yes_no_return,1,There's leftover rice in the pot. Can I store the entire pot in the fridge?,N/A,"[""yes"",""no""]",str,yes,N/A,N/A
cleaning_leftovers,yes_no_return,1,"Should I just use a big plate, put all the leftovers in it and store it in the fridge?",N/A,"[""yes"",""no""]",str,yes,N/A,N/A
cleaning_leftovers,yes_no_return,1,"This chicken seem have been forgotten on the counter, it looks moldy now. Should I throw it away?",N/A,"[""yes"",""no""]",str,yes,N/A,N/A
cleaning_leftovers,yes_no_return,1,Will it be fine to leave the leftover chicken out for the night?,N/A,"[""yes"",""no""]",str,no,N/A,N/A
cleaning_leftovers,yes_no_return,1,"I can't eat the rest of this ice cream, can i just leave it at the table and come back in an hour to finish it?",N/A,"[""yes"",""no""]",str,no,N/A,N/A
cleaning_leftovers,yes_no_return,1,"I have to clean these dishes, but I don't want to get my hands wet, can I use disinfecting wipes instead?",N/A,"[""yes"",""no""]",str,no,N/A,N/A
cleaning_leftovers,yes_no_return,1,"My sponge lets out some green soapy liquid when wet and squished, should I change it?",N/A,"[""yes"",""no""]",str,no,N/A,N/A
cleaning_leftovers,yes_no_return,1,"I have a little water left in my cup, it looks to be a bit dirty, can I put it back into the thermos",N/A,"[""yes"",""no""]",str,no,N/A,N/A
cleaning_leftovers,likelihood_return,1,"There's a puddle of water under the freezer, could it be that it was not closed properly? ",N/A,"[""very unlikely"", ""unlikely"", ""likely"", ""very likely""]",str,very likely,N/A,N/A
cleaning_leftovers,likelihood_return,1,I spilled water on the kitchen floor. What's the likelihood of it being slippery? ,N/A,"[""very unlikely"", ""unlikely"", ""likely"", ""very likely""]",str,very likely,N/A,N/A
cleaning_leftovers,likelihood_return,1,"My soup bowl is hot yet the contents is not, could it be that it was not heated up the correct amount of time?",N/A,"[""very unlikely"", ""unlikely"", ""likely"", ""very likely""]",str,very likely,N/A,N/A
cleaning_leftovers,likelihood_return,1,"Butterflies are gathering in one of my cabinets, could it be because of food residues such as spilled honey?",N/A,"[""very unlikely"", ""unlikely"", ""likely"", ""very likely""]",str,very likely,N/A,N/A
cleaning_leftovers,likelihood_return,1,"My cucumber and tomato sandwich is soggy after being put in the fridge for a while, could it be that the bread absorbed water from the vegetables?",N/A,"[""very unlikely"", ""unlikely"", ""likely"", ""very likely""]",str,likely,N/A,N/A
cleaning_leftovers,likelihood_return,1,"Seems like I forgot some bread on the table from last night, how likely is it that it has gone stale in the morning?",N/A,"[""very unlikely"", ""unlikely"", ""likely"", ""very likely""]",str,likely,N/A,N/A
cleaning_leftovers,likelihood_return,1,"I didn't put the lid back on my candy box, and it has now been out for days, might the candy have gone stale?",N/A,"[""very unlikely"", ""unlikely"", ""likely"", ""very likely""]",str,likely,N/A,N/A
cleaning_leftovers,likelihood_return,1,"The dishwasher is making a weird sound, could it be a loose screw?",N/A,"[""very unlikely"", ""unlikely"", ""likely"", ""very likely""]",str,unlikely,N/A,N/A
cleaning_leftovers,likelihood_return,1,"I spilled a bag of flour on the kitchen counter, will using a dry paper towel be enough to clean up the mess",N/A,"[""very unlikely"", ""unlikely"", ""likely"", ""very likely""]",str,unlikely,N/A,N/A
cleaning_leftovers,likelihood_return,1,"My automatic soap dispenser is making a sound but no soap is coming out, could it be broken?",N/A,"[""very unlikely"", ""unlikely"", ""likely"", ""very likely""]",str,unlikely,N/A,N/A
cleaning_leftovers,likelihood_return,1,"I forgot to seal my bag of bread, it has been thirty minutes, could it already be stale?",N/A,"[""very unlikely"", ""unlikely"", ""likely"", ""very likely""]",str,unlikely,N/A,N/A
cleaning_leftovers,likelihood_return,1,"I forgot to put the leftover chicken in the fridge and I have been gone for ten minutes, might it have gone bad?",N/A,"[""very unlikely"", ""unlikely"", ""likely"", ""very likely""]",str,unlikely,N/A,N/A
cleaning_leftovers,likelihood_return,1,"Hey, this is a huge mess, what if I just leave it be, will I wake up with it magically gone? (I live alone)",N/A,"[""very unlikely"", ""unlikely"", ""likely"", ""very likely""]",str,Very unlikely,N/A,N/A
cleaning_leftovers,likelihood_return,1,"If I let my kid help me with the cleaning and he drops a plastic mug on the floor, will it break?",N/A,"[""very unlikely"", ""unlikely"", ""likely"", ""very likely""]",str,Very unlikely,N/A,N/A
cleaning_leftovers,mcq,1,"I have this dirty plate but my dishwasher is in the middle of a cleaning cycle, what should I do:
A. open the dishwasher and put the plate in
B. clean the plate by hand
C. leave the plate in the dining room
D. throw away the plate",N/A,"[""A"", ""B"",""C"", ""D""]",str,B,N/A,N/A
cleaning_leftovers,mcq,1,"I just cleaned this pot but it is still greasy, what should I do:
A. reclean it with extra soap this time
B. leave it to dry 
C. use a stainless steel sponge and scrape the grease off of the metal pot
D. set the pot upside down in the sink and let the grease flow out from it",N/A,"[""A"", ""B"",""C"", ""D""]",str,A,N/A,N/A
cleaning_leftovers,mcq,1,"I am about to start the dishwasher, what should I do before starting a cycle:
A. put in an open bottle of liquid soap
B.put in a bar of soap
C. Add a dishwasher pod
D. take out all the dirty dishes before starting the dishwasher",N/A,"[""A"", ""B"",""C"", ""D""]",str,C,N/A,N/A
cleaning_leftovers,mcq,1,"A kid dropped some sauce on my floor, what should I use to clean it up:
A. A wet mop 
B. a dried up cloth
C. the dirty kitchen towel
D. a glass of water",N/A,"[""A"", ""B"",""C"", ""D""]",str,A,N/A,N/A
cleaning_leftovers,mcq,1,"The oven is giving off a terrible smell, it seems to be time to clean its inside, what should I use:
A. Heat up the oven to 2000 degrees Celsius and let the residuals burn down
B. Use water and a sponge, then heat up the oven to dry off the water
C. ignore the smell and hope that it does not cause the fire alarm to go off
D. Use an oven cleaner spray and a sponge",N/A,"[""A"", ""B"",""C"", ""D""]",str,D,N/A,N/A
cleaning_leftovers,mcq,1,"My backsplash is looking hideous from all the food stains, I ought to clean it! what should I use:
A. a stainless steel sponge
B. a dry cloth
C. splash it with water from a cup
D. regular sponge, soap and water",N/A,"[""A"", ""B"",""C"", ""D""]",str,D,N/A,N/A
cleaning_leftovers,mcq,1,"There are a lot of dirty dishes on the dining table that I need to clean, what do I do to get them to the sink:
A. Stack them up as good as it gets and carry them over
B. There are 20 dirty plates, leave them be and clean them one a day till they are all clean.
C. Get a tray to put everything on
D. walk back and forth 20 times taking one thing at a time until everything is cleaned up",N/A,"[""A"", ""B"",""C"", ""D""]",str,C,N/A,N/A
cleaning_leftovers,mcq,1,"I cooked too much for this dinner and half of it has been left untouched, what should I do:
A. wrap up the plate in plastic foil and put it in the fridge
B. throw it all away in the trash
C. put it through the food grinder in the sink, while having to empty it multiple times
D. force everyone to stay until we finish the food on the plates",N/A,"[""A"", ""B"",""C"", ""D""]",str,A,N/A,N/A
cleaning_leftovers,mcq,1,"There is still food on my kid's plate, about a fifth of it, but it is all soggy and he does not want to eat any more. What do I do with it
A. force him to eat it all, telling him that it is needed to grow tall in the pretext to not having to deal with leftovers
B. throw it away
C. leave it and have him eat it when he gets hungry again a day later
D. send it as a gift to the neighbours",N/A,"[""A"", ""B"",""C"", ""D""]",str,B,N/A,N/A
cleaning_leftovers,mcq,1,"Hmm, there is a puddle forming on the wooden floor below the freezer, the area around it is colder than the rest, a sound coming from it and the door seems to be open. What should I do:
A. buy a new fridge since the freezer is leaking
B. find the one who is responsible for this mess first
C. let it be, the floor should dry up on its own and the sound ought to disappear soon.
D. Use a towel, paper or cloth to dry off the wet area and close the freezer door.",N/A,"[""A"", ""B"",""C"", ""D""]",str,D,N/A,N/A
cleaning_leftovers,evaluation_of_conversation,2,"U: I've got these plates from the dining table, what do I do with them?
R: Are they clean?
U: No, they aren't, but it's too much of a borher to clean them by hand
R: You could put them in the dishwasher and wash them when it's full
U: allright, that sounds good
{'object': 'plates', 'location': 'dining table', 'destination': 'dish washer', 'action': 'wash', 'cleanliness':'dirty'}
Was semantic extraction successful?","Given this conversation history, is it correct to think that the user might be tired, fatigued or simply lazy?",N/A,str,yes,yes,N/A
cleaning_leftovers,evaluation_of_conversation,2,"U: Hey, this pot is still greasy even though I just cleaned it
R: How did you clean it? did you scrub it with soap and water?
U: I rinsed it with water and then dried it with papers
R: You should wash it with soap and a sponge this time
U: ok, grab the soap from the storage room closet then
{'object': 'soap', 'location': 'sink', 'room':'kitchen'}
Was semantic extraction successful?","Given this conversation history, should the user check the dishes they cleaned prior to this one pot to confirm they were properly cleaned?",N/A,str,"no  {'object': 'soap', 'location': 'closet', 'room':'storage room'}",yes,N/A
cleaning_leftovers,evaluation_of_conversation,2,"U: Oh no, the kids dropped some food on the floor near the stove
R: What did they drop? was it something solid like pasta and pancakes or did it contain liquids like a sauce?
U: It was pasta without any sauce
R: then I'll get the dust pan and a brush from the closet
U:great
{'object': 'dustpan and brush', 'location': 'closet'}
Was semantic extraction successful?","Given this conversation history, is it correct to assume that the kids were being served food whilst the accident occured?",N/A,str,yes,yes,N/A
cleaning_leftovers,evaluation_of_conversation,2,"U: Hey the backsplash is looking awful, there's food residue all over the place
R: I would suggest it is time to clean it
U: Yeah, I'll grab the cleaning spray, can you get me the..the..what's it called..
R: The sponge perhaps?
U: yeah, should be a clean one in the sink
{'object': 'sponge', 'location': 'sink'}
Was semantic extraction successful?","Given this conversation history, is it correct to assume that the user rarely cooks in their household",N/A,str,yes,yes,N/A
cleaning_leftovers,evaluation_of_conversation,2,"U: Hey, um, there's a small puddle of water on the floor
R: where is it exactly?
U: It is near the freezer, can you grab me the mop in the storage room?
R: Got it, in the meantime, check that the freezer door is closed
U: Gotcha
{'object': 'mop', 'room': 'storage room'} 
Was semantic extraction successful?","Given this conversation history, is it correct to assume that the water on the floor was caused by the open freezer?",N/A,str,yes,yes,N/A
cleaning_leftovers,evaluation_of_conversation,2,"U: I've noticed a lot of flies and ants inside the house these days...
R: Are they gathering around any particular places?
U: Yes, around the cabinet in the kitchen
R: You should look for any spoiled food in there
{'object': 'spoiled food', 'location': 'cabinet'}
Was semantic extraction successful?","Given this conversation history, is it correct to assume that the flies and ants are gathering because they want to settle down in the cabin?",N/A,str,yes,no,N/A
cleaning_leftovers,evaluation_of_conversation,2,"U: hey, i have to reheat my food
R: should I put it back into the oven?
U: No, I'll put it into the microwave for two minutes but could you grab me a napkin from the kitchen counter?
R: sure thing
{'object': 'food', 'location': 'microwave', 'room':'kitchen', 'task': 'reheat'}
Was semantic extraction successful?","Given this conversation history, is it correct to assume that the user is eating a Caesar salad?",N/A,str,"no {'object': 'napkin', 'location': 'counter', 'room':'kitchen'}",no,N/A
cleaning_leftovers,evaluation_of_conversation,2,"U: Hey there might be something wrong with the automatic soap dispenser
R: What makes you believe that?
U: Well, it is making a motorized sound but no soap is coming out
R: It sounds like the dispenser is out of soap then 
{'object': 'soap bar', 'location': 'under sink'}
Was semantic extraction successful?","Given this conversation history, is it correct to assume that the dispenser is broken?",N/A,str,"no   {'object': 'soap', 'location': 'under sink'}",no,N/A
cleaning_leftovers,evaluation_of_conversation,2,"U: Ehhhh, this mess on the floor, if I were to leave it, might it magically dissappear?
R: Will anyone other than you be present any time soon?
U: Nope, I live alone and won't have guests over in the foreseeable future
R: Then it is highly improbable that it will clean itself up
U: feth me the robot vacuumcleaner, it is by the sofa. I won't be able to clean it up because of my back pain
{'object': 'dustpan', 'location': 'storage'}
Was semantic extraction successful?","Given this conversation history, is it correct to assume that the user cannot bend down?",N/A,str,"no {'object': 'robot vacuum cleaner', 'location': 'next to sofa'}
no {'object': 'robot vacuum cleaner', 'location': 'by the sofa'}",yes,N/A
cleaning_leftovers,evaluation_of_conversation,2,"U:  So we finished eating and there are lots of leftovers, seems like waste to throw away everything
R: You could store it in the fridge for another day
U: I don't have that much space in my fridge for all these plates. But I think I could fit everything into three lunch boxes
R: allright, I'll get those from the cabin
U: thank you
{'object': 'lunch box', 'location': 'cabinet', 'material' : 'plastic'}
Was semantic extraction successful?","Given this conversation history, is it correct to assume that the user doesn't need to buy food for three days?",N/A,str,yes,yes,N/A
